"p1","p2","exact.1","exact.2","den.1","den.2"
0.819397993311037,0.819397993311037,0.122249834828502,3.98509447922668,0.26146012534341,3.43931412002653
0.822742474916388,0.822742474916388,0.114130520913705,3.52845571155948,0.263163787130052,3.11261046868945
0.826086956521739,0.826086956521739,0.106474207701824,3.08712117408001,0.260184767399408,2.79452524200217
0.82943143812709,0.82943143812709,0.0992604257913995,2.66860418496906,0.252692320526337,2.48682588797367
0.832775919732441,0.832775919732441,0.0924672953296222,2.27887575939941,0.241053027386962,2.1912704296926
0.836120401337793,0.836120401337793,0.0860809130240587,1.92226390106835,0.225805758846953,1.90968408635969
0.839464882943144,0.839464882943144,0.0800766466626313,1.60145930226618,0.207627878597845,1.6439674386891
0.842809364548495,0.842809364548495,0.074437877374153,1.31761420749987,0.187294599428236,1.39603883099339
0.846153846153846,0.846153846153846,0.069146639192612,1.07051522218394,0.165633796299529,1.16772320609434
0.849498327759197,0.849498327759197,0.0641854125552685,0.858807448839338,0.14347890891233,0.960607409282766
0.852842809364548,0.852842809364548,0.05953657049249,0.680246555626929,0.121622820645763,0.775886895727877
0.8561872909699,0.8561872909699,0.0551795911161636,0.531956897631155,0.100775726993518,0.614229816853012
0.859531772575251,0.859531772575251,0.0510802203201367,0.410677098623174,0.0815299271643836,0.475681364739438
0.862876254180602,0.862876254180602,0.0471588811945899,0.312978326641978,0.0643341126219172,0.359624508236207
0.866220735785953,0.866220735785953,0.0432270564077713,0.235450059453913,0.0494790472249727,0.264804063369719
0.869565217391304,0.869565217391304,0.0389203561570249,0.174836469790211,0.0370955585793483,0.189411083459929
0.872909698996655,0.872909698996655,0.03374377896184,0.128143540238444,0.0271645841817584,0.131215625768081
0.876254180602007,0.876254180602007,0.0273650306639334,0.0926992643105215,0.0195377943639824,0.0877295732738554
0.879598662207358,0.879598662207358,0.0200573224386825,0.0661843732300939,0.0139662330170116,0.0563782981051661
0.882943143812709,0.882943143812709,0.0128386760625353,0.0466358766217384,0.0101336528268584,0.0346607362698786
0.88628762541806,0.88628762541806,0.00696101979265976,0.0324307745475099,0.00769090051649471,0.0202813666499106
0.889632107023411,0.889632107023411,0.00311658664022505,0.0222564013635988,0.00628787663893074,0.0112435774748901
0.892976588628763,0.892976588628763,0.00112864219032142,0.0150730748437061,0.00560021184822069,0.00590063649152274
0.896321070234114,0.896321070234114,0.0003250650020257,0.0100736695471409,0.00534874663442821,0.00296668869660333
0.899665551839465,0.899665551839465,7.3417951844483e-05,0.00664359859495614,0.00531100275484598,0.00149492622513734
0.903010033444816,0.903010033444816,1.28468310524824e-05,0.0043235337530664,0.00532490710021147,0.000832796342022504
0.906354515050167,0.906354515050167,1.7230491172273e-06,0.00277642988052507,0.00528591145211332,0.000564791454420966
0.909698996655518,0.909698996655518,1.75417540059927e-07,0.00175929355659693,0.00513923585481994,0.000452338117305136
0.91304347826087,0.91304347826087,1.34332376815116e-08,0.00109998530457216,0.00486920697872667,0.000378140930463327
0.916387959866221,0.916387959866221,7.67157434197655e-10,0.000678618429731925,0.00448758856449186,0.000299679012166047
0.919732441471572,0.919732441471572,3.24035523457051e-11,0.000413093416038374,0.00402248150948281,0.000213960091915941
