"x1","x2","density.1","density.2","density.3","density.4","density.5","density.6","density.7","density.8","density.9","density.10","density.11","density.12","density.13","density.14","density.15","density.16","density.17","density.18","density.19","density.20","density.21","density.22","density.23","density.24","density.25","density.26","density.27","density.28","density.29","density.30","density.31","density.32","density.33","density.34","density.35","density.36","density.37","density.38","density.39","density.40","density.41","density.42","density.43","density.44","density.45","density.46","density.47","density.48","density.49","density.50","density.51","density.52","density.53","density.54","density.55","density.56","density.57","density.58","density.59","density.60","density.61","density.62","density.63","density.64","density.65","density.66","density.67","density.68","density.69","density.70","density.71","density.72","density.73","density.74","density.75","density.76","density.77","density.78","density.79","density.80","density.81","density.82","density.83","density.84","density.85","density.86","density.87","density.88","density.89","density.90","density.91","density.92","density.93","density.94","density.95","density.96","density.97","density.98","density.99","density.100","density.101"
0.78,0.78,0.00028302566105533,0.000931238119705056,0.0028279064727658,0.00792571959859093,0.0205013155360334,0.0489433983724388,0.107839006296796,0.219294125729284,0.411573575915062,0.71291431439321,1.1397157513271,1.68160941751068,2.28993458413197,2.87799732744196,3.33831305875167,3.57382350770947,3.53108771500498,3.21998075104694,2.70998826306114,2.10499422773326,1.5090504994921,0.998449266937993,0.609701967303005,0.343620096209705,0.178734701234039,0.0858042040841466,0.0380169805397082,0.0155459060471544,0.00586710447508165,0.00204362388384145,0.000656972940903855,0.000194923122611698,5.33763168322417e-05,1.34897285281318e-05,3.14649598618263e-06,6.77361516603651e-07,1.34580835786492e-07,2.46783027539433e-08,4.17654071691977e-09,6.52360317103666e-10,9.40437029061546e-11,1.25184905836658e-11,1.61514075869586e-12,1.08394907515952e-12,9.58096462783364e-12,9.1381002649917e-11,7.93872863647419e-10,6.27036470420313e-09,4.50270350781408e-08,2.93962898870593e-07,1.74481872376305e-06,9.41557236120648e-06,4.61935945891147e-05,0.00020604183659909,0.00083554084894525,0.00308048134073999,0.0103254288568816,0.0314656158096424,0.0871772155399437,0.219587883084631,0.502866113877123,1.0469718171674,1.98178360915097,3.41048460730637,5.33598470589095,7.59017307955388,9.81583847425951,11.5409550061971,12.3365781237936,11.9890921861153,10.5929398583793,8.50913344085311,6.21430812141537,4.1260914769301,2.49071216716296,1.36693181950001,0.68203833383714,0.309392183299942,0.127599364188121,0.0478438702907832,0.0163095778094849,0.0050547275786206,0.00142426699677897,0.000364857844815391,8.49756682848482e-05,1.7993022332313e-05,3.46379605960408e-06,6.06232675752628e-07,9.64641678405086e-08,1.39552117368922e-08,1.83557017462727e-09,2.19570173261419e-10,2.39152439709306e-11,2.38678588945737e-12,2.25314898458588e-13,2.30934430670807e-14,3.57865387868129e-15,9.23332982713391e-16,2.86110553125585e-16,8.70078104193292e-17,2.46518513426872e-17
0.79,0.79,0.000506230046197219,0.00165898064137601,0.00501769296619361,0.0140067124527658,0.0360859138239674,0.0858042040841467,0.188299337290773,0.381380409543241,0.71291431439321,1.22994489376685,1.95840873545764,2.87799732744196,3.9034336333822,4.88621506340798,5.64504907091698,6.0191092988789,5.92333237155038,5.37983976150234,4.5096407177259,3.48886295704357,2.49112341046674,1.64163249592838,0.998449266937993,0.560461041421815,0.290358284144203,0.138832894415673,0.0612660526200811,0.0249526563794643,0.00937957234120585,0.003254008278247,0.00104189423370891,0.000307891699135596,8.39733909835698e-05,2.11375557793177e-05,4.91062993687898e-06,1.05290457417929e-06,2.08358001217427e-07,3.80540353795388e-08,6.4144676256121e-09,9.97906583654022e-10,1.43281176176057e-10,1.89900078731615e-11,2.36181231141483e-12,7.38221627939388e-13,5.22571140704569e-12,5.16061408758082e-11,4.65722655323132e-10,3.82132196616828e-09,2.85061607840422e-08,1.93331425362783e-07,1.19207833775333e-06,6.68260452082438e-06,3.40584865169634e-05,0.000157813281539942,0.000664814337459907,0.00254621940750205,0.00886604419761802,0.028067425632708,0.080781867717194,0.211379964324635,0.502866113877122,1.08762590492246,2.13867767273358,3.82340011451373,6.21430812141537,9.18278545661187,12.3365781237936,15.0679305466599,16.732126020445,16.8922408428888,15.50465201761,12.9382459600493,9.8158384742595,6.77045762392091,4.24568007826455,2.4205559662936,1.25464717145967,0.591243958385831,0.253308895229562,0.0986671960391312,0.0349408730952111,0.0112495031077833,0.00329284696969383,0.000876291051342152,0.000212013651682695,4.66356352614607e-05,9.3263259569828e-06,1.69567224278015e-06,2.802927638885e-07,4.21231302763788e-08,5.75531032157435e-09,7.14922561273357e-10,8.07430202095317e-11,8.29227207598584e-12,7.74991922961076e-13,6.61672203029228e-14,5.26010259575995e-15,4.24690110903448e-16,4.55257419964216e-17,8.25628844611609e-18,2.00906535082147e-18
0.8,0.8,0.000835678805704642,0.00272766641348849,0.00821698490817916,0.0228456272923636,0.0586223265396174,0.138832894415673,0.303452745141959,0.612151796127303,1.1397157513271,1.95840873545764,3.10584293762729,4.54595368359151,6.14101118487861,7.65639154539995,8.81003728735944,9.35622641370549,9.17050103211369,8.29573308433051,6.9260534868642,5.33686573422023,3.79538710338136,2.49112341046674,1.5090504994921,0.84368760486065,0.435340356688356,0.207322078270311,0.0911237415318234,0.0369646755143847,0.0138392201413627,0.00478195739158634,0.00152499756902072,0.000448850760640926,0.000121928194950619,3.05686097985748e-05,7.0732107286158e-06,1.51052135866355e-06,2.97718970779942e-07,5.41571139038306e-08,9.09230258687845e-09,1.4088398095594e-09,2.01473949567363e-10,2.65929661600566e-11,3.25737947776243e-12,5.90678201442426e-13,2.60697460035338e-12,2.64977467989372e-11,2.48394859508114e-10,2.11725458856601e-09,1.64075120118899e-08,1.15598182260605e-07,7.40453686993761e-07,4.31204630329379e-06,2.28300862499551e-05,0.000109893070855893,0.000480918725548648,0.0019134260679254,0.00692134194668259,0.022761849438437,0.0680555279516548,0.18499410495717,0.45718396733576,1.02721822353633,2.09832647228837,3.89692479546328,6.57975329794403,10.1003358976988,14.0961542763716,17.8856238255447,20.6322295570103,21.6384850024126,20.6322295570103,17.8856238255447,14.0961542763716,10.1003358976988,6.57975329794402,3.89692479546328,2.09832647228836,1.02721822353633,0.45718396733576,0.184994104957172,0.0680555279516577,0.0227618494384407,0.00692134194668759,0.00191342606793115,0.000480918725554677,0.000109893070861675,2.28300862550581e-05,4.31204630743705e-06,7.40453690088844e-07,1.15598184387691e-07,1.6407513355047e-08,2.11725534503848e-09,2.48394958554113e-10,2.64943344458418e-11,2.56928120865961e-12,2.2654546252776e-13,1.81702718851542e-14,1.32829220004314e-15,8.93648669757494e-17,5.79098247353651e-18,4.29640929154786e-19
0.81,0.81,0.00127321053160762,0.00413914422103487,0.0124191038950173,0.0343905662433491,0.0878937021579304,0.207322078270311,0.451338846439321,0.906837018282994,1.68160941751068,2.87799732744196,4.54595368359151,6.62718343640647,8.9166627686896,11.0724838794011,12.6898689295372,13.422659736672,13.1035626799291,11.8061844711943,9.81745917451413,7.5345619489879,5.33686573422023,3.48886295704357,2.10499422773326,1.17216101415905,0.602411149267371,0.285738061633059,0.125087108153562,0.0505389686767536,0.0188455823862089,0.00648577854389796,0.0020600797500581,0.000603914303038385,0.000163393946571843,4.08005459878821e-05,9.40297652214164e-06,2.00001887148657e-06,3.92619802442452e-07,7.11343998370684e-08,1.18947825782713e-08,1.83570423474705e-09,2.61467871556261e-10,3.43724038960648e-11,4.17776519908284e-12,5.64933269310728e-13,1.20266900915249e-12,1.23714388826105e-11,1.20447287388523e-10,1.06652529549148e-09,8.58589063402615e-09,6.28402896186472e-08,4.1814761555284e-07,2.5296456621795e-06,1.39132433176601e-05,6.95721923804955e-05,0.000316287201722269,0.00130727263262457,0.00491235043486467,0.0167822865723214,0.0521256574405398,0.147194159898158,0.377892466035667,0.88203233945116,1.8717136372093,3.61104517253972,6.33381039903858,10.1003358976988,14.6435102639577,19.3015948673589,23.1302228082041,25.2002620879261,24.961398841346,22.4787109318505,18.4040119294562,13.6991061373146,9.27065833428015,5.70384271979604,3.1905321724779,1.62254718675776,0.750188088288776,0.31534185136602,0.1205123853821,0.0418716787580831,0.0132265837043859,0.00379851299772554,0.000991786447969232,0.000235429751017595,5.08092913507176e-05,9.96927446907798e-06,1.7783719060355e-06,2.88416595356541e-07,4.25261947963235e-08,5.70074251889869e-09,6.94776243781076e-10,7.69834140809983e-11,7.75511471483847e-12,7.10262601825172e-13,5.91415962162777e-14,4.47741843784231e-15,3.08250162289572e-16,1.93152692771581e-17,1.10620554903489e-18
0.82,0.82,0.00179031900396439,0.00579694562138289,0.017323570033892,0.0477798663546398,0.121624713438241,0.28573806163306,0.619560502558414,1.23984877519323,2.28993458413197,3.9034336333822,6.14101118487861,8.91666276868959,11.9490715057044,14.7786697104771,16.8696429657828,17.7723887351312,17.2804513505078,15.5072120020208,12.8434509563204,9.81745917451412,6.92605348686419,4.5096407177259,2.70998826306113,1.50301128595983,0.769354393549625,0.363462826583628,0.158475790215289,0.0637727605979723,0.0236851900126029,0.00811872617689757,0.00256843322807044,0.000749925342967187,0.000202086427211004,5.02603636082508e-05,1.15367497270493e-05,2.44405334841514e-06,4.77867237392668e-07,8.62329405926337e-08,1.43617876367762e-08,2.20756332448907e-09,3.13175097230296e-10,4.10046066565932e-11,4.95785817636945e-12,5.91145050124591e-13,5.28470872138658e-13,5.25355313765354e-12,5.30996399560445e-11,4.88436231001222e-10,4.08476046775419e-09,3.10573196290975e-08,2.14684144107495e-07,1.34919458388978e-06,7.70881864995076e-06,4.00442062593228e-05,0.000189116826313958,0.000812006065437954,0.00316976449333991,0.0112495031077417,0.0362976329408211,0.10647849150921,0.283977607450028,0.688564966889522,1.51790422675529,3.04216271075592,5.54318186911533,9.18278545661184,13.830197066473,18.9374247386225,23.5750212078824,26.6822153556687,27.4555595320473,25.6848677201817,21.8455502719355,16.8922408428888,11.8754523567701,7.59017307955385,4.41054053358098,2.33007863008417,1.11914911798549,0.488701821205864,0.194016461216153,0.0700280158245778,0.0229796645252269,0.00685573730327413,0.00185953035675503,0.00045855454033307,0.000102805735392296,2.09547416550736e-05,3.88316548255352e-06,6.5422646290719e-07,1.00209509460565e-07,1.39549532614283e-08,1.76679620367492e-09,2.03368249596438e-10,2.12822955581253e-11,2.0248480307987e-12,1.75147975005058e-13,1.37738983307167e-14,9.84802665363754e-16,6.40160673311828e-17,3.7836180686151e-18
0.83,0.83,0.00232343210369682,0.0074930263339388,0.0223025179108063,0.061266052620081,0.155329973161559,0.363462826583629,0.784935727417966,1.56450717512279,2.87799732744196,4.88621506340798,7.65639154539995,11.0724838794011,14.7786697104771,18.2051807227146,20.6977916431708,21.7181281720343,21.0324632033199,18.7986753861789,15.5072120020208,11.8061844711943,8.2957330843305,5.37983976150234,3.21998075104694,1.77871585172095,0.906837018282993,0.426698651123191,0.185303091326762,0.0742700000004755,0.0274734720439664,0.00937957234120588,0.00295543826033671,0.0008594687888321,0.000230678805472149,5.71418954702066e-05,1.30638431011769e-05,2.75649135073304e-06,5.36798974193362e-07,9.64797312933053e-08,1.60040484731149e-08,2.45015182141675e-09,3.46198756129839e-10,4.51469048521582e-11,5.43472159473077e-12,6.17359926521771e-13,2.37027741697885e-13,2.03070286406052e-12,2.12828063932213e-11,2.03368289741168e-10,1.76679620450529e-09,1.39549532573216e-08,1.00209509452906e-07,6.54226462894645e-07,3.88316548253465e-06,2.09547416550474e-05,0.000102805735392263,0.000458554540333031,0.00185953035675499,0.00685573730327419,0.0229796645252269,0.0700280158245779,0.194016461216154,0.488701821205865,1.11914911798549,2.33007863008418,4.41054053358098,7.59017307955385,11.8754523567701,16.8922408428888,21.8455502719355,25.6848677201817,27.4555595320473,26.6822153556687,23.5750212078823,18.9374247386225,13.830197066473,9.18278545661183,5.54318186911531,3.04216271075591,1.51790422675529,0.68856496688952,0.283977607450027,0.10647849150921,0.0362976329408209,0.0112495031077416,0.00316976449333991,0.000812006065437957,0.00018911682631396,4.00442062593247e-05,7.70881864995207e-06,1.34919458389062e-06,2.14684144107993e-07,3.1057319629183e-08,4.08476046503489e-09,4.884361927291e-10,5.3099166192751e-11,5.24814936683041e-12,4.71588597050091e-13,3.85264536087473e-14,2.86149789671458e-15,1.93226466109348e-16,1.18625787175711e-17
0.84,0.84,0.00278290842084731,0.00893891188423453,0.0264996270838298,0.0725043783674026,0.183087236379992,0.426698651123191,0.9178122196821,1.82203101775098,3.33831305875166,5.64504907091697,8.81003728735942,12.6898689295372,16.8696429657828,20.6977916431707,23.4375113411071,24.4944867914379,23.6262371404727,21.0324632033199,17.2804513505078,13.1035626799291,9.17050103211366,5.92333237155036,3.53108771500497,1.94276501479715,0.986509807475103,0.462329818971783,0.199973186920666,0.079829056347738,0.0294116634662902,0.0100010948335811,0.00313866429999252,0.000909099784311448,0.000243023128119682,5.99588125733405e-05,1.36529910377454e-05,2.86927352886225e-06,5.5652600559539e-07,9.96250011221072e-08,1.64596494056037e-08,2.50981774982871e-09,3.53210136481603e-10,4.58768589477123e-11,5.49980796801844e-12,6.12923355083131e-13,1.21269005999862e-13,7.161148008328e-13,7.75561708596809e-12,7.69834395116814e-11,6.94776214910861e-10,5.70074245850921e-09,4.25261946904288e-08,2.88416595186241e-07,1.77837190578356e-06,9.9692744687351e-06,5.08092913502885e-05,0.000235429751017102,0.000991786447968715,0.00379851299772511,0.0132265837043855,0.041871678758083,0.1205123853821,0.315341851366021,0.750188088288779,1.62254718675777,3.19053217247792,5.70384271979605,9.27065833428017,13.6991061373146,18.4040119294562,22.4787109318505,24.961398841346,25.2002620879261,23.1302228082041,19.3015948673589,14.6435102639577,10.1003358976988,6.33381039903855,3.6110451725397,1.87171363720928,0.882032339451154,0.377892466035665,0.147194159898157,0.0521256574405393,0.016782286572321,0.00491235043486465,0.00130727263262456,0.000316287201722266,6.95721923804949e-05,1.391324331766e-05,2.52964566217954e-06,4.18147615552856e-07,6.28402896184927e-08,8.58589063156607e-09,1.06652526257466e-09,1.20446882191217e-10,1.23668359298542e-11,1.15441046831448e-12,9.79716753176111e-14,7.55926263157025e-15,5.30269878151798e-16,3.3818404496069e-17
0.85,0.85,0.00307636037541555,0.00984195598337613,0.0290599587023931,0.0791913838151952,0.199172895096801,0.462329818971784,0.990473678827684,1.95840873545763,3.57382350770946,6.01910929887888,9.35622641370547,13.422659736672,17.7723887351311,21.7181281720343,24.4944867914379,25.4966816910377,24.4944867914379,21.7181281720343,17.7723887351311,13.422659736672,9.35622641370545,6.01910929887888,3.57382350770946,1.95840873545763,0.990473678827684,0.462329818971783,0.199172895096801,0.079191383815195,0.0290599587023929,0.00984195598337613,0.00307636037541555,0.000887487743840303,0.000236296279870304,5.80658475341069e-05,1.31690370441759e-05,2.75649135073304e-06,5.32511037231546e-07,9.49445320214666e-08,1.56235840298488e-08,2.37279785874409e-09,3.325907612881e-10,4.30258083146025e-11,5.13717740546507e-12,5.67398947340963e-13,7.57260389656105e-14,2.31910283432922e-13,2.56965587176464e-12,2.64941655929806e-11,2.48394542440894e-10,2.11725456266491e-09,1.64075120099378e-08,1.15598182260469e-07,7.40453686993757e-07,4.31204630329382e-06,2.28300862499553e-05,0.000109893070855894,0.000480918725548652,0.00191342606792541,0.00692134194668253,0.0227618494384367,0.0680555279516549,0.184994104957171,0.457183967335761,1.02721822353633,2.09832647228837,3.89692479546328,6.57975329794403,10.1003358976988,14.0961542763716,17.8856238255447,20.6322295570103,21.6384850024126,20.6322295570102,17.8856238255447,14.0961542763715,10.1003358976988,6.57975329794399,3.89692479546326,2.09832647228836,1.02721822353633,0.457183967335756,0.184994104957169,0.0680555279516541,0.0227618494384364,0.00692134194668253,0.00191342606792538,0.000480918725548644,0.000109893070855892,2.28300862499549e-05,4.31204630329374e-06,7.40453686993743e-07,1.15598182260467e-07,1.64075120099261e-08,2.11725456247697e-09,2.4839453967911e-10,2.6494128164854e-11,2.56918774500634e-12,2.26506501079389e-13,1.81553289392493e-14,1.32301934118613e-15,8.76530203149802e-17
0.86,0.86,0.00313866429999252,0.0100010948335811,0.0294116634662903,0.0798290563477382,0.199973186920666,0.462329818971784,0.986509807475103,1.94276501479715,3.53108771500497,5.92333237155036,9.17050103211367,13.1035626799291,17.2804513505078,21.0324632033199,23.6262371404727,24.4944867914379,23.4375113411071,20.6977916431707,16.8696429657828,12.6898689295372,8.81003728735941,5.64504907091697,3.33831305875165,1.82203101775098,0.9178122196821,0.42669865112319,0.183087236379991,0.0725043783674023,0.0264996270838297,0.00893891188423453,0.00278290842084731,0.000799617957011928,0.000212048657347712,5.18988673967933e-05,1.17232924315447e-05,2.44405334841513e-06,4.70263345621345e-07,8.35104727056557e-08,1.36870583769524e-08,2.07037331794271e-09,2.89039082144947e-10,3.72420738391014e-11,4.42876566544208e-12,4.86422834884437e-13,5.43030214312338e-14,7.0275331264224e-14,7.74221633694066e-13,8.28976965609791e-12,8.07379619385818e-11,7.14913263262265e-10,5.75529460341261e-09,4.2123105829951e-08,2.80292728907068e-07,1.69567219672603e-06,9.32632590119903e-06,4.66356351992944e-05,0.000212013651618956,0.000876291051282042,0.00329284696964166,0.0112495031077416,0.0349408730951807,0.0986671960391109,0.25330889522955,0.591243958385825,1.25464717145967,2.4205559662936,4.24568007826455,6.77045762392091,9.81583847425949,12.9382459600493,15.50465201761,16.8922408428888,16.732126020445,15.0679305466598,12.3365781237935,9.18278545661181,6.21430812141533,3.82340011451371,2.13867767273357,1.08762590492245,0.502866113877118,0.211379964324633,0.0807818677171932,0.0280674256327073,0.00886604419761793,0.00254621940750203,0.000664814337459901,0.00015781328153994,3.4058486516963e-05,6.68260452082431e-06,1.1920783377533e-06,1.9333142536268e-07,2.85061607825994e-08,3.82132194708634e-09,4.65722422333301e-10,5.16035153146872e-11,5.19840423799714e-12,4.76101368069793e-13,3.96430838944783e-14,3.00105568877822e-15,2.06547193415145e-16
0.87,0.87,0.00295543826033671,0.00937957234120586,0.0274734720439664,0.0742700000004755,0.185303091326762,0.426698651123191,0.906837018282992,1.77871585172095,3.21998075104693,5.37983976150233,8.29573308433049,11.8061844711943,15.5072120020208,18.7986753861789,21.0324632033199,21.7181281720343,20.6977916431707,18.2051807227146,14.7786697104771,11.0724838794011,7.65639154539993,4.88621506340797,2.87799732744195,1.56450717512278,0.784935727417965,0.363462826583627,0.155329973161559,0.0612660526200807,0.0223025179108062,0.00749302633393879,0.00232343210369681,0.00066492410544038,0.000175623866536682,4.28118855639449e-05,9.63195715940241e-06,2.00001887148656e-06,3.83286046999326e-07,6.77924439356332e-08,1.1066465551565e-08,1.66727004369003e-09,2.31831434623492e-10,2.97514452468705e-11,3.52382088579212e-12,3.85288028516095e-13,4.01483197707035e-14,2.09296849726707e-14,2.12209390172604e-13,2.35817017823684e-12,2.38589951333195e-11,2.19468528607983e-10,1.835401188364e-09,1.39549532571118e-08,9.64638040842082e-08,6.06232204771763e-07,3.46379549854993e-06,1.79930217173981e-05,8.49756676647877e-05,0.00036485784424014,0.00142426699628796,0.00505472757823501,0.0163095778092063,0.047843870290598,0.127599364188008,0.309392183299878,0.682038333837108,1.3669318195,2.49071216716295,4.12609147693009,6.21430812141536,8.50913344085309,10.5929398583793,11.9890921861152,12.3365781237935,11.5409550061971,9.81583847425946,7.59017307955383,5.33598470589091,3.41048460730634,1.98178360915095,1.04697181716739,0.502866113877118,0.219587883084629,0.0871772155399427,0.0314656158096417,0.0103254288568815,0.00308048134073996,0.000835540848945241,0.000206041836599088,4.61935945891142e-05,9.41557236120635e-06,1.74481872376303e-06,2.93962898870521e-07,4.50270350771626e-08,6.27036469132195e-09,7.93872706999232e-10,9.13792444471559e-11,9.56275160754246e-12,9.09822783653045e-13,7.86990268226857e-14,6.18900076789539e-15,4.42497001307395e-16
0.88,0.88,0.00256843322807044,0.00811872617689756,0.0236851900126029,0.0637727605979724,0.158475790215289,0.363462826583628,0.769354393549623,1.50301128595983,2.70998826306113,4.50964071772589,6.92605348686419,9.8174591745141,12.8434509563204,15.5072120020208,17.2804513505078,17.7723887351311,16.8696429657828,14.7786697104771,11.9490715057043,8.91666276868956,6.14101118487859,3.90343363338218,2.28993458413197,1.23984877519322,0.619560502558412,0.285738061633059,0.12162471343824,0.0477798663546395,0.0173235700338919,0.00579694562138287,0.00179031900396438,0.000510306360817014,0.000134245861619124,3.25941902684848e-05,7.30379964091112e-06,1.51052135866354e-06,2.88319658501806e-07,5.07914959416378e-08,8.2580425866159e-09,1.23917486891563e-09,1.71615867879181e-10,2.1935707721151e-11,2.5877088691365e-12,2.81759054347777e-13,2.86073052889445e-14,6.77417240084735e-15,5.29782663766409e-14,6.09890203296597e-13,6.41010539214999e-12,6.1253339431618e-11,5.32148789507586e-10,4.20315114854758e-09,3.01825242257727e-08,1.97049223903662e-07,1.1695869672367e-06,6.31144689861583e-06,3.09644924515269e-05,0.00013811397339437,0.00056007978032963,0.00206490839413673,0.0069213419466825,0.021092033038059,0.0584366351339939,0.147194159898159,0.337081236603876,0.701806196681668,1.32842928011875,2.28611619897344,3.57681751369828,5.08784516810501,6.57975329794401,7.73613349104925,8.26945561586351,8.03652882612227,7.10065993352156,5.70384271979602,4.16557530602677,2.76580182876302,1.66957429455419,0.916281800174812,0.457183967335757,0.207391782552639,0.085532411676623,0.0320707053357165,0.010932636947889,0.00338828522294011,0.000954714718518784,0.000244571526947511,5.69608934609686e-05,1.20610831459262e-05,2.32185155804598e-06,4.06369599410888e-07,6.4661621594498e-08,9.35428490973185e-09,1.2303062090729e-09,1.47114154118108e-10,1.59931615058597e-11,1.58071220906595e-12,1.42039754567848e-13,1.16039444070359e-14,8.6186647251075e-16
0.89,0.89,0.00206007975005809,0.00648577854389794,0.0188455823862089,0.0505389686767536,0.125087108153562,0.285738061633059,0.602411149267369,1.17216101415905,2.10499422773325,3.48886295704356,5.33686573422022,7.53456194898787,9.81745917451409,11.8061844711943,13.1035626799291,13.422659736672,12.6898689295372,11.0724838794011,8.91666276868956,6.62718343640644,4.54595368359149,2.87799732744195,1.68160941751067,0.906837018282989,0.45133884643932,0.20732207827031,0.0878937021579299,0.0343905662433489,0.0124191038950172,0.00413914422103486,0.00127321053160761,0.000361459173000068,9.47082133407741e-05,2.29026323641611e-05,5.11154895667579e-06,1.05290457417929e-06,2.00168099149332e-07,3.5121259542245e-08,5.68741167016961e-09,8.500189581315e-10,1.17249749629959e-10,1.49267273888678e-11,1.75382678109146e-12,1.90189675858963e-13,1.90965945666945e-14,2.66210336162189e-15,1.20901559613459e-14,1.43410769699765e-13,1.56573012406226e-12,1.55426801845026e-11,1.40272897968072e-10,1.15096005231569e-09,8.58589063155774e-09,5.8230306299976e-08,3.5904709547722e-07,2.01276180217063e-06,1.02582190053992e-05,4.75324469627014e-05,0.000200238230439167,0.000766906547798125,0.00267040119488028,0.0084537461438477,0.024331030983876,0.0636664217687877,0.151460362866571,0.327586627288416,0.644157336173213,1.15158598431598,1.87171363720929,2.76580182876303,3.7157059256893,4.53837346614899,5.03961951034356,5.08784516810499,4.66991144541696,3.89692479546326,2.95647373351204,2.0392226483218,1.27877426520422,0.729057446657174,0.377892466035665,0.178079258093867,0.0762951730690141,0.0297179883525863,0.0105239887354272,0.00338828522294011,0.0009917864479687,0.000263933792596605,6.38572847139986e-05,1.40463833908761e-05,2.80903537984794e-06,5.1072665095432e-07,8.4422547587883e-08,1.26872356637459e-08,1.73346142239439e-09,2.15327736866364e-10,2.43178061173829e-11,2.49682111271742e-12,2.33071453842135e-13,1.97801400931678e-14,1.52618879919512e-15
0.9,0.9,0.00152499756902071,0.00478195739158633,0.0138392201413627,0.0369646755143847,0.0911237415318232,0.20732207827031,0.435340356688354,0.843687604860648,1.50905049949209,2.49112341046673,3.79538710338135,5.33686573422021,6.92605348686418,8.29573308433048,9.17050103211365,9.35622641370544,8.81003728735939,7.65639154539992,6.14101118487859,4.54595368359148,3.10584293762727,1.95840873545763,1.1397157513271,0.612151796127299,0.303452745141957,0.138832894415672,0.0586223265396169,0.0228456272923634,0.00821698490817908,0.00272766641348848,0.000835678805704637,0.000236296279870304,6.16657113599618e-05,1.48525140555107e-05,3.30160841788418e-06,6.77361516603651e-07,1.28258111205887e-07,2.24139565490591e-08,3.61511049758318e-09,5.38138410562219e-10,7.39325646905283e-11,9.37447417891844e-12,1.09705257865595e-12,1.18489514742653e-13,1.1823131031387e-14,1.26568984255383e-15,2.54932288632741e-15,3.06615520132781e-14,3.47702274115259e-13,3.5855903742018e-12,3.36165453840396e-11,2.86539245896932e-10,2.22051528507146e-09,1.56445127378581e-08,1.00209509452894e-07,5.83572007785655e-07,3.08971618895399e-06,1.48724098700235e-05,6.50852719359165e-05,0.000258954058854998,0.000936701772731723,0.00308048134073995,0.0092103141511544,0.0250362295914822,0.0618731217106232,0.139018869228099,0.283977607450028,0.5273914209458,0.890472776204288,1.36693181949999,1.90770703153973,2.42055596629358,2.79226863090078,2.92845049661269,2.79226863090078,2.42055596629359,1.90770703153972,1.36693181949999,0.890472776204283,0.527391420945797,0.283977607450026,0.139018869228098,0.0618731217106226,0.025036229591482,0.0092103141511544,0.00308048134073995,0.000936701772731723,0.000258954058854998,6.50852719359165e-05,1.48724098700232e-05,3.08971618895393e-06,5.83572007785645e-07,1.00209509452892e-07,1.56445127378577e-08,2.2205152850714e-09,2.86539245896802e-10,3.36165453818889e-11,3.58559033929313e-12,3.47701751156852e-13,3.06543214779894e-14,2.45705658409074e-15
0.91,0.91,0.0010418942337089,0.00325400827824698,0.00937957234120582,0.0249526563794642,0.0612660526200808,0.138832894415672,0.290358284144201,0.560461041421813,0.998449266937988,1.64163249592837,2.49112341046673,3.48886295704356,4.50964071772588,5.37983976150231,5.92333237155035,6.01910929887886,5.64504907091695,4.88621506340795,3.90343363338218,2.87799732744194,1.95840873545762,1.22994489376684,0.712914314393206,0.381380409543238,0.188299337290772,0.0858042040841461,0.0360859138239671,0.0140067124527657,0.00501769296619356,0.001658980641376,0.000506230046197216,0.000142568599364913,3.7056910844792e-05,8.88963453997807e-06,1.96819428538946e-06,4.02180852855878e-07,7.58480080776138e-08,1.32018968073421e-08,2.12079090651822e-09,3.14433446652983e-10,4.30258030349524e-11,5.43373679984485e-12,6.33340966824942e-13,6.81313006076318e-14,6.76636844452619e-15,6.52073043624742e-16,5.12098040249568e-16,5.96175511629254e-15,7.02000675917671e-14,7.52028086926001e-13,7.32438245016125e-12,6.48554680083716e-11,5.221085469983e-10,3.82132194708641e-09,2.54275826883533e-08,1.53827911136748e-07,8.46065197466807e-07,4.23068937563165e-06,1.92334445442859e-05,7.94953306581327e-05,0.000298720337581134,0.0010205318974572,0.00316976449333987,0.00895088608147333,0.0229796645252269,0.0536364417994924,0.113819023495171,0.219587883084631,0.385159407021791,0.614202058474801,0.890472776204286,1.17373119265067,1.40655029750213,1.53242951573868,1.51790422675528,1.36693181949999,1.11914911798548,0.833043502119603,0.56374931388457,0.346851032995187,0.194016461216152,0.0986671960391097,0.0456189846295325,0.0191759577299196,0.00732836570219988,0.00254621940750202,0.000804309383381367,0.000230987813274363,6.03105960118188e-05,1.43164979031891e-05,3.08971618895392e-06,6.06232204771753e-07,1.08142906961624e-07,1.75386312154271e-08,2.58602056233633e-09,3.46662505899582e-10,4.22493849550648e-11,4.68136529188724e-12,4.71588592842056e-13,4.31909416695645e-14,3.59633943298276e-15
